-20.721058,7.108403,13.312189,-8.110939,4.40581,-0.795183,-9.38313,1.701192,1.153159,-0.000954,-0.000877,0.007095,-9.552894,0.739503,0.218924,0.044345,-0.039106,-0.000311,-9.466797,-0.030475,0.799629,0.006401,-0.003204,0.005879,-9.484168,0.173857,0.345746,-0.002136,-0.01175,-0.002136,0.685341,-0.333305,0.623656,0.173977,-0.292281,-0.65669,-0.134289,0.682127,-0.009695,0.687188,-0.126724,-0.715276,0.400602,-0.571574,0.36891,0.613781,-0.349483,0.59683,-0.353937,-0.62959
-9.561414,1.414376,-14.112853,0.09425,0.955397,-0.126855,-9.367441,1.686803,1.159703,0.004386,-0.000191,0.0066,-9.079158,0.340626,-0.231941,0.069154,0.046206,-0.092274,-9.460828,-0.030564,0.793481,0.008537,-0.002674,0.004811,-9.470973,0.208512,0.392609,-0.002481,-0.012008,-0.001877,0.68322,-0.333974,0.626138,0.172116,-0.292315,-0.656689,-0.134297,0.682112,-0.010144,0.687352,-0.126694,-0.715118,0.400643,-0.571535,0.368968,0.613756,-0.34949,0.596814,-0.353901,-0.629622
-11.571305,-0.919592,-6.057924,0.709216,0.076269,0.089325,-9.343029,1.664572,1.169728,0.012358,-0.003509,0.004655,-8.588143,-0.316922,-1.135579,0.054995,0.338603,-0.287379,-9.44853,-0.03653,0.781366,0.010673,-0.002666,0.004273,-9.450499,0.220718,0.416036,-0.006323,-0.014782,0.00124,0.683898,-0.331878,0.626961,0.170473,-0.292324,-0.656687,-0.134286,0.682111,-0.010956,0.688429,-0.126112,-0.714172,0.400689,-0.571493,0.36903,0.613727,-0.349484,0.596792,-0.353859,-0.629669
-8.549387,-1.709869,-6.72567,-0.848982,0.589683,0.08676,-9.338663,1.690276,1.181934,0.023533,-0.004273,0.006027,-8.773923,-0.796585,-1.932225,-0.0465,0.639922,-0.531216,-9.436416,-0.042773,0.775123,0.016519,-0.003734,0.004273,-9.47393,0.227019,0.428243,-0.005341,-0.012646,0.003291,0.681292,-0.334288,0.628107,0.171971,-0.29231,-0.656697,-0.13424,0.682117,-0.012026,0.690466,-0.124603,-0.712451,0.400751,-0.571439,0.369105,0.613692,-0.349473,0.596771,-0.353828,-0.629713
-8.664892,-3.464357,-0.140827,-0.441265,-0.744008,0.998925,-9.328641,1.716875,1.15405,0.034406,-0.002519,0.006409,-8.612205,-1.371023,-2.265805,-0.171737,0.763951,-0.75527,-9.436227,-0.048734,0.775218,0.024542,-0.003213,0.004802,-9.488101,0.173852,0.440449,-0.005255,-0.010423,0.004359,0.681863,-0.332473,0.627156,0.176635,-0.292267,-0.656724,-0.134166,0.682123,-0.013322,0.692953,-0.122146,-0.710435,0.400828,-0.571374,0.3692,0.613645,-0.349456,0.596754,-0.353802,-0.629753
-5.401204,-0.475219,2.713084,0.242523,-1.149406,1.09981,-9.356521,1.76133,1.127453,0.038948,-0.004767,0.004655,-8.484552,-1.701104,-2.283191,-0.228575,0.834963,-0.862219,-9.466696,-0.061037,0.744845,0.030421,-0.002666,0.005341,-9.521774,0.198682,0.453639,-0.004531,-0.006875,0.005427,0.684223,-0.328298,0.625707,0.180413,-0.29221,-0.65675,-0.134081,0.68214,-0.014727,0.695678,-0.119243,-0.708235,0.400916,-0.571299,0.369312,0.613589,-0.349433,0.596743,-0.353785,-0.629786
-2.225917,-2.905849,5.069796,1.379161,-1.63902,0.403356,-9.403163,1.790116,1.123081,0.036891,-0.004464,0.006026,-8.607731,-1.712602,-1.808883,-0.235545,0.847113,-0.911047,-9.50937,-0.061037,0.7384,0.036821,-0.004264,0.005341,-9.518835,0.0957,0.474129,-0.007391,0.000171,0.006323,0.689691,-0.322425,0.622823,0.180169,-0.292161,-0.656775,-0.134,0.682153,-0.016242,0.698443,-0.116186,-0.705985,0.401021,-0.571211,0.369437,0.613528,-0.349391,0.596752,-0.353773,-0.629807
-8.229442,-6.05923,6.329507,2.592617,-2.081926,-1.321767,-9.411908,1.754408,1.093021,0.03544,-0.00778,0.007286,-8.718416,-1.398099,-1.01433,-0.21519,0.779954,-0.939237,-9.546089,-0.061037,0.77502,0.04006,-0.005341,0.005341,-9.487112,0.077163,0.456572,-0.005637,0.001793,0.005169,0.698885,-0.317125,0.617342,0.172859,-0.292121,-0.656789,-0.133915,0.682173,-0.017921,0.701017,-0.113101,-0.70389,0.401134,-0.571115,0.369567,0.613464,-0.349355,0.596765,-0.353765,-0.62982
-12.405843,-5.642369,7.601578,3.011907,-1.651509,-1.258057,-9.441967,1.745659,1.0564,0.031742,-0.008545,0.005724,-9.084448,-0.533679,0.138798,-0.139386,0.617927,-0.887496,-9.588661,-0.061037,0.81164,0.038992,-0.003752,0.0064,-9.507611,0.125987,0.513689,0.00406,-0.002136,0.003033,0.707378,-0.310754,0.613274,0.164145,-0.292086,-0.656797,-0.133843,0.682195,-0.019737,0.703104,-0.110353,-0.702195,0.40124,-0.571024,0.3697,0.6134,-0.349351,0.596757,-0.35377,-0.629826
-7.101333,-3.55348,7.504234,2.404711,0.338883,-0.216017,-9.478585,1.785732,1.019781,0.033606,-0.008545,0.004464,-9.675026,0.455506,1.839611,-0.010823,0.410933,-0.768342,-9.649698,-0.061037,0.878527,0.037924,-0.002666,0.008536,-9.482214,0.17776,0.523939,0.015086,-0.001965,0.000982,0.709593,-0.304794,0.61549,0.157324,-0.292044,-0.656806,-0.133769,0.682218,-0.021669,0.704551,-0.108267,-0.701011,0.401337,-0.570933,0.369837,0.613339,-0.349378,0.596738,-0.353798,-0.629814
