Time_ms,LFA_AccX,LFA_AccY,LFA_AccZ,LFA_GyrX,LFA_GyrY,LFA_GyrZ,LFA_QuatW,LFA_QuatX,LFA_QuatY,LFA_QuatZ,RFA_AccX,RFA_AccY,RFA_AccZ,RFA_GyrX,RFA_GyrY,RFA_GyrZ,RFA_QuatW,RFA_QuatX,RFA_QuatY,RFA_QuatZ,LA_AccX,LA_AccY,LA_AccZ,LA_GyrX,LA_GyrY,LA_GyrZ,LA_QuatW,LA_QuatX,LA_QuatY,LA_QuatZ,RA_AccX,RA_AccY,RA_AccZ,RA_GyrX,RA_GyrY,RA_GyrZ,RA_QuatW,RA_QuatX,RA_QuatY,RA_QuatZ,W_AccX,W_AccY,W_AccZ,W_GyrX,W_GyrY,W_GyrZ,W_QuatW,W_QuatX,W_QuatY,W_QuatZ
27166.67,2.3252997398376465,-9.43554401397705,1.7325505018234253,1.4380444288253784,-3.752990961074829,3.9813220500946045,0.24870216846466064,-0.035642147064208984,-0.6418861150741577,0.7244717478752136,-1.2131524085998535,-10.12033462524414,1.5765576362609863,12.415535926818848,-32.63547897338867,8.9338960647583,0.3248814344406128,-0.3650590777397156,-0.5699864625930786,0.6605313420295715,-0.9352517127990723,-9.638152122497559,0.40458500385284424,1.836641550064087,-0.10498643666505814,1.8081092834472656,0.19463402032852173,-0.13825573027133942,0.6832085847854614,-0.6900986433029175,-0.7973411083221436,-9.89061164855957,0.4530082643032074,15.897234916687012,16.030344009399414,-3.8198208808898926,0.37207257747650146,-0.32032158970832825,-0.5625100135803223,0.665241003036499,-0.6066451072692871,-9.82254409790039,0.6732053160667419,0.5877413153648376,-11.590200424194336,0.370250940322876,0.7095969319343567,-0.6174122095108032,0.2478993535041809,-0.2320551574230194
27183.33,2.5959739685058594,-9.283036231994629,1.6168137788772583,0.8467239141464233,-3.1451632976531982,3.3965327739715576,0.2482863813638687,-0.035684872418642044,-0.641916036605835,0.7245856523513794,-0.3431515395641327,-9.750567436218262,0.483580619096756,16.481813430786133,-13.452982902526855,10.971152305603027,0.3239247798919678,-0.3637816905975342,-0.5683379173278809,0.6631212830543518,-0.9203813672065735,-9.590851783752441,0.4509602189064026,0.2883285880088806,-1.012342095375061,2.311002016067505,0.19496369361877441,-0.13806450366973877,0.683320939540863,-0.6899325847625732,-0.8867924213409424,-9.789789199829102,1.2778129577636719,16.36235237121582,-3.992845058441162,-3.7903506755828857,0.3728022575378418,-0.3185988962650299,-0.5613614916801453,0.6666285395622253,-0.40658873319625854,-9.739059448242188,1.396398901939392,0.3377227187156677,-3.5554659366607666,1.9102786779403687,0.7097458839416504,-0.6174747943878174,0.2477651685476303,-0.23157525062561035
27200.00,2.6647439002990723,-9.138893127441406,1.5587074756622314,-0.11970094591379166,0.8351981043815613,2.665071725845337,0.2483140230178833,-0.03611329197883606,-0.6419079303741455,0.7245621085166931,-0.38869473338127136,-9.7370023727417,0.0589941143989563,15.827710151672363,17.464712142944336,13.529656410217285,0.3252381980419159,-0.3657229244709015,-0.5651531219482422,0.664131760597229,-0.7037614583969116,-9.60187816619873,0.3649187684059143,-0.041466958820819855,0.8305749893188477,2.847728729248047,0.19515731930732727,-0.13764415681362152,0.6835294365882874,-0.6897554397583008,0.034099966287612915,-9.735319137573242,1.4937183856964111,15.148907661437988,-4.416722297668457,-3.9250729084014893,0.3734516203403473,-0.31688904762268066,-0.5603556036949158,0.6679248809814453,-0.5715033411979675,-9.668316841125488,1.7413640022277832,-5.159295082092285,-3.258985996246338,2.6648671627044678,0.7094155550003052,-0.6180673837661743,0.24791444838047028,-0.23084604740142822
27216.67,2.6251461505889893,-9.100714683532715,1.543874740600586,-1.5898187160491943,3.6536710262298584,2.071536064147949,0.24865968525409698,-0.036836765706539154,-0.6419556140899658,0.7243649959564209,-1.2481876611709595,-9.611471176147461,0.34841442108154297,15.166522026062012,33.10090255737305,15.693507194519043,0.32758453488349915,-0.3693741261959076,-0.5611639618873596,0.6643404960632324,-0.45623350143432617,-9.665807723999023,0.3279726505279541,-0.47345077991485596,4.8846049308776855,2.7598774433135986,0.1949300765991211,-0.13683778047561646,0.6838940382003784,-0.6896186470985413,0.5806097984313965,-9.648994445800781,1.4715238809585571,11.960162162780762,9.071815490722656,-6.065924644470215,0.3752591907978058,-0.3164864778518677,-0.5590227246284485,0.6682196259498596,-0.5688906311988831,-9.819153785705566,1.0833494663238525,-6.443748474121094,-11.012544631958008,1.2900035381317139,0.7092016935348511,-0.6191010475158691,0.24718241393566132,-0.22951453924179077
27233.33,2.565042018890381,-9.104952812194824,1.6057196855545044,-3.1267218589782715,4.45557975769043,1.3717330694198608,0.2491454929113388,-0.037634849548339844,-0.6421394348144531,0.7239940762519836,-1.405382513999939,-9.457587242126465,0.6308465600013733,15.246179580688477,33.182865142822266,16.045581817626953,0.329895943403244,-0.37304580211639404,-0.5571251511573792,0.6645445227622986,-0.4506336450576782,-9.767152786254883,0.1900656372308731,-0.9830412864685059,9.347761154174805,1.8964864015579224,0.19416125118732452,-0.13568326830863953,0.6844182014465332,-0.6895436644554138,0.41493692994117737,-9.456317901611328,1.3613877296447754,10.536752700805664,24.384756088256836,-7.503234386444092,0.3783819079399109,-0.31752872467041016,-0.5570534467697144,0.6676084995269775,-0.4231525957584381,-9.892719268798828,0.5753691792488098,2.801114559173584,-10.79930305480957,-0.7499271631240845,0.7097421884536743,-0.6192453503608704,0.24597983062267303,-0.22874489426612854
27250.00,2.6099205017089844,-9.162996292114258,1.6576817035675049,-3.986027956008911,4.100228786468506,1.7140339612960815,0.24955661594867706,-0.038458243012428284,-0.6424241065979004,0.7235565781593323,-1.2047219276428223,-9.404803276062012,0.6281288266181946,14.733524322509766,33.8659553527832,14.963541030883789,0.33232739567756653,-0.37670770287513733,-0.5531423091888428,0.6645944118499756,-0.6520278453826904,-9.904219627380371,0.07478352636098862,-0.9570702314376831,12.264884948730469,0.3893580734729767,0.19295091927051544,-0.13438528776168823,0.6849905252456665,-0.6895694136619568,-0.4193823039531708,-9.424712181091309,1.3645225763320923,9.2979736328125,28.549236297607422,-7.348832607269287,0.3817635476589203,-0.31905055046081543,-0.5549589395523071,0.6667014360427856,-0.5573736429214478,-9.604514122009277,0.9562921524047852,5.914464950561523,1.4814448356628418,-0.9352476596832275,0.7101165056228638,-0.618665337562561,0.24592439830303192,-0.22921180725097656
27266.67,2.7104058265686035,-9.300045013427734,1.6857588291168213,-3.6934542655944824,3.670562982559204,2.166764259338379,0.24988064169883728,-0.03926734998822212,-0.6426903009414673,0.7231645584106445,-1.2957804203033447,-9.383979797363281,0.5757495164871216,12.95083999633789,33.33943557739258,12.511669158935547,0.3348443806171417,-0.38019511103630066,-0.5494732856750488,0.6643886566162109,-0.8604760766029358,-9.853833198547363,0.0781768262386322,-0.169235959649086,10.818224906921387,-0.6048440337181091,0.19180026650428772,-0.13330940902233124,0.6854214668273926,-0.6896708011627197,-1.0871975421905518,-9.452457427978516,1.5980452299118042,7.898284912109375,19.067951202392578,-6.1360697746276855,0.3841918110847473,-0.31982454657554626,-0.5534628033638,0.6661795377731323,-0.6906739473342896,-9.393636703491211,1.2109235525131226,-2.6509273052215576,-0.5412731766700745,0.268440306186676,0.7098321914672852,-0.6189941167831421,0.24605368077754974,-0.22906580567359924
27283.33,2.7436134815216064,-9.343316078186035,1.6778029203414917,-3.045337438583374,3.743187427520752,2.0641212463378906,0.25022682547569275,-0.040051717311143875,-0.6428860425949097,0.7228279113769531,-1.7252862453460693,-9.349066734313965,0.611117959022522,10.149917602539062,27.54475212097168,10.145576477050781,0.3367665708065033,-0.38289833068847656,-0.5465867519378662,0.6642456650733948,-1.039086937904358,-9.84238052368164,0.11615272611379623,0.32690128684043884,5.413737773895264,-1.3154555559158325,0.19112612307071686,-0.1328320950269699,0.6856371760368347,-0.6897358894348145,-1.0167509317398071,-9.462270736694336,1.7362629175186157,6.366377830505371,6.395717620849609,-4.8003973960876465,0.38539689779281616,-0.3195631504058838,-0.5527571439743042,0.6661946177482605,-0.5116183161735535,-9.821535110473633,1.0295082330703735,-7.226009845733643,-2.6463043689727783,0.6139428615570068,0.7092223167419434,-0.6198526620864868,0.24614879488945007,-0.2285303771495819
27300.00,2.6942057609558105,-9.38014030456543,1.7082574367523193,-2.068673610687256,2.3428127765655518,1.4848897457122803,0.25050798058509827,-0.04059865325689316,-0.6430329084396362,0.7225692868232727,-1.9599835872650146,-9.359139442443848,0.5877377986907959,7.140873432159424,14.55274772644043,8.12828254699707,0.3378739655017853,-0.384490966796875,-0.5446193218231201,0.6643792986869812,-1.0415335893630981,-9.800680160522461,0.1252383291721344,0.5824007987976074,-1.1014996767044067,-1.5987573862075806,0.19107849895954132,-0.13302981853485107,0.6856401562690735,-0.68970787525177,-0.4132730960845947,-9.47839069366455,1.8401788473129272,4.968153953552246,-0.9302021861076355,-3.954601526260376,0.38586559891700745,-0.3187391459941864,-0.5525568723678589,0.6664842963218689,-0.4982183277606964,-9.984724998474121,0.9402124285697937,0.1623397022485733,1.9913299083709717,-0.7477372288703918,0.7090666890144348,-0.619843065738678,0.24635368585586548,-0.22881793975830078
27316.67,2.698713779449463,-9.363917350769043,1.704369068145752,-0.946747899055481,-1.0240470170974731,0.1714193969964981,0.250619500875473,-0.04062870517373085,-0.6431920528411865,0.7223873138427734,-1.7813957929611206,-9.463569641113281,0.490006685256958,3.507397413253784,4.286637306213379,6.411647319793701,0.3381284475326538,-0.385133296251297,-0.5436009764671326,0.6647117733955383,-0.8095834255218506,-9.799168586730957,0.11785890907049179,1.032352089881897,-4.838329315185547,-1.9202483892440796,0.19138020277023315,-0.1336221694946289,0.6854877471923828,-0.6896610856056213,-0.009356006048619747,-9.541072845458984,1.8667904138565063,3.3234591484069824,-0.23038622736930847,-3.0075459480285645,0.38622188568115234,-0.3181513547897339,-0.552432119846344,0.6666621565818787,-0.514207124710083,-9.854735374450684,1.1442408561706543,3.9352314472198486,1.9473531246185303,-1.382227897644043,0.709231436252594,-0.6194684505462646,0.24637165665626526,-0.22930246591567993
27333.33,2.7759828567504883,-9.36965560913086,1.7136489152908325,0.10199616849422455,-3.087200880050659,-1.0530405044555664,0.25067266821861267,-0.04028914496302605,-0.6433231830596924,0.7222709059715271,-1.6851553916931152,-9.55397891998291,0.5698941349983215,0.120411716401577,-1.706420660018921,5.232783794403076,0.3378322422504425,-0.38526976108551025,-0.5432705879211426,0.6650531888008118,-0.5984705686569214,-9.800171852111816,0.09298096597194672,1.0237460136413574,-4.788089752197266,-2.1546170711517334,0.19165226817131042,-0.13423210382461548,0.6853330135345459,-0.6896209716796875,-0.04152211174368858,-9.598974227905273,1.803773045539856,1.7695369720458984,2.8476650714874268,-2.2733449935913086,0.38668227195739746,-0.318008154630661,-0.5522508025169373,0.6666138768196106,-0.5933582186698914,-9.666793823242188,1.2706477642059326,3.510009765625,0.5596567392349243,-1.5582512617111206,0.7094014286994934,-0.619189977645874,0.24624435603618622,-0.22966456413269043
27350.00,2.781632900238037,-9.32588005065918,1.732283115386963,1.0957435369491577,-3.1708528995513916,-2.1339478492736816,0.2508358061313629,-0.03980192914605141,-0.6433594226837158,0.7222091555595398,-1.5868192911148071,-9.522726058959961,0.6503545641899109,-2.173020601272583,-6.351324081420898,4.178591251373291,0.337141752243042,-0.38498687744140625,-0.5434494018554688,0.6654212474822998,-0.47480252385139465,-9.892707824707031,0.1776101440191269,0.9799226522445679,-1.815645694732666,-2.392533540725708,0.19160263240337372,-0.1345682144165039,0.6852607131004333,-0.6896410584449768,-0.22875380516052246,-9.583548545837402,1.708202838897705,0.5359649658203125,3.0485966205596924,-1.9894154071807861,0.38707423210144043,-0.31797683238983154,-0.5521643757820129,0.6664727330207825,-0.6419862508773804,-9.65023136138916,1.0222407579421997,-0.8177750110626221,1.1148759126663208,-1.396967887878418,0.7091672420501709,-0.619333803653717,0.24633336067199707,-0.22990483045578003
27366.67,2.7124767303466797,-9.302281379699707,1.679223895072937,1.6676750183105469,-2.5374631881713867,-2.477785587310791,0.25109797716140747,-0.039328683167696,-0.6433141827583313,0.7221842408180237,-1.519467830657959,-9.402081489562988,0.6400502324104309,-4.0926289558410645,-8.620265007019043,3.322589635848999,0.3362467288970947,-0.38451096415519714,-0.543972909450531,0.6657216548919678,-0.517509937286377,-9.909137725830078,0.2584468722343445,1.0301107168197632,1.534655213356018,-2.607820987701416,0.19119910895824432,-0.1345890462398529,0.6852723956108093,-0.6897373795509338,-0.3309469223022461,-9.48496150970459,1.6332905292510986,-1.1289565563201904,-0.20275013148784637,-1.2123899459838867,0.3870529532432556,-0.3177868723869324,-0.5523864030838013,0.6663919687271118,-0.636120080947876,-9.713191986083984,0.9570379257202148,0.44524475932121277,3.1681692600250244,-0.9149112105369568,0.7089890837669373,-0.6192612648010254,0.2466353476047516,-0.23032572865486145
27383.33,2.684532642364502,-9.31425666809082,1.630443811416626,1.5799640417099,-1.1868668794631958,-1.9896458387374878,0.25143542885780334,-0.03904660418629646,-0.6432257890701294,0.7221608757972717,-1.593532919883728,-9.446907997131348,0.6146625876426697,-6.256148338317871,-9.414117813110352,3.3163912296295166,0.3351675868034363,-0.3840632438659668,-0.5447443723678589,0.6658933162689209,-0.674857497215271,-9.877015113830566,0.29910725355148315,1.1905230283737183,3.178760290145874,-2.399986743927002,0.19065546989440918,-0.13441960513591766,0.6853176355361938,-0.6898759603500366,-0.2760419547557831,-9.458145141601562,1.6617940664291382,-3.301349401473999,-4.291702747344971,-0.4927884340286255,0.3865325152873993,-0.3173808157444,-0.5530153512954712,0.6663658618927002,-0.6357558965682983,-9.656015396118164,1.1310513019561768,0.17207252979278564,4.417608261108398,-0.2724166810512543,0.7087626457214355,-0.6191517114639282,0.24713298678398132,-0.2307828664779663
27400.00,2.604827880859375,-9.320258140563965,1.6698365211486816,1.178421139717102,0.9650928378105164,-1.3487902879714966,0.2519049048423767,-0.039065394550561905,-0.6430972218513489,0.7221108078956604,-1.5940722227096558,-9.554247856140137,0.5688758492469788,-8.354048728942871,-9.994773864746094,3.997690439224243,0.33385804295539856,-0.38371506333351135,-0.5457082986831665,0.6659624576568604,-0.7389746904373169,-9.889455795288086,0.3191279470920563,1.4791654348373413,2.8468453884124756,-2.0383737087249756,0.1901887208223343,-0.13424141705036163,0.6853312253952026,-0.6900259852409363,-0.014693299308419228,-9.522927284240723,1.6032211780548096,-5.480747222900391,-6.496035099029541,-0.03831660374999046,0.38568946719169617,-0.31692013144493103,-0.5539575815200806,0.6662908792495728,-0.6422399878501892,-9.75761604309082,0.8964322209358215,-0.4503224492073059,2.7456233501434326,-0.24334624409675598,0.7085411548614502,-0.6191613078117371,0.2474815994501114,-0.23106399178504944
27416.67,2.4712331295013428,-9.324178695678711,1.7091094255447388,0.5482334494590759,1.5543385744094849,-0.4243896007537842,0.2523283362388611,-0.039255376905202866,-0.6430078148841858,0.7220321893692017,-1.5589261054992676,-9.586915016174316,0.6613395810127258,-9.858885765075684,-9.795327186584473,4.949164390563965,0.3323867917060852,-0.38353413343429565,-0.546754002571106,0.6659451127052307,-0.7866140007972717,-9.854328155517578,0.30210286378860474,1.9056166410446167,2.0846495628356934,-1.8775899410247803,0.18982058763504028,-0.13411001861095428,0.6852841973304749,-0.690199613571167,0.2773374915122986,-9.602083206176758,1.5616458654403687,-7.088264465332031,-5.368192672729492,0.1457298845052719,0.3848446011543274,-0.3166733384132385,-0.5549830794334412,0.6660434007644653,-0.7150524854660034,-9.817197799682617,0.8964611291885376,3.974226236343384,4.164426803588867,-0.3290591537952423,0.7086634039878845,-0.6186697483062744,0.2478206306695938,-0.2316415011882782
27433.33,2.444809675216675,-9.318144798278809,1.7478173971176147,0.025106847286224365,0.5008243322372437,0.4856743812561035,0.2525545656681061,-0.039438966661691666,-0.6430066823959351,0.7219440937042236,-1.5111842155456543,-9.53156566619873,0.8296583294868469,-10.837308883666992,-10.48952579498291,4.5990400314331055,0.330838143825531,-0.38330453634262085,-0.5479457974433899,0.6658689379692078,-0.8553529381752014,-9.839158058166504,0.22003686428070068,2.126436471939087,1.610161542892456,-1.727871060371399,0.18951819837093353,-0.13400433957576752,0.6852048635482788,-0.6903819441795349,0.1808481514453888,-9.593971252441406,1.6100527048110962,-7.8133087158203125,-2.7758665084838867,0.3457523286342621,0.38415542244911194,-0.31673362851142883,-0.5559237003326416,0.6656279563903809,-0.9086147546768188,-9.690885543823242,1.3512998819351196,5.832518100738525,4.318756580352783,-0.15298467874526978,0.7089527249336243,-0.6179746985435486,0.24812819063663483,-0.23228123784065247
27450.00,2.460254430770874,-9.354891777038574,1.7431302070617676,-0.09960779547691345,0.20470310747623444,1.2274565696716309,0.2526744306087494,-0.03966532647609711,-0.643025279045105,0.7218732237815857,-1.5237047672271729,-9.455366134643555,0.9252281785011292,-11.588255882263184,-10.353941917419434,3.9832706451416016,0.3293166160583496,-0.38307371735572815,-0.5492361187934875,0.6656929850578308,-0.9072359204292297,-9.873340606689453,0.111384317278862,1.8512922525405884,0.6159662008285522,-1.4389086961746216,0.18933939933776855,-0.13397815823554993,0.6851312518119812,-0.6905092597007751,-0.15330711007118225,-9.534284591674805,1.5726701021194458,-8.136811256408691,0.36110714077949524,1.6219308376312256,0.3835809528827667,-0.31721851229667664,-0.5566609501838684,0.6651120781898499,-0.9157283306121826,-9.535344123840332,1.4496245384216309,-0.4355183243751526,-1.7654448747634888,-0.30290859937667847,0.7088929414749146,-0.6181365847587585,0.24800632894039154,-0.23216304183006287
